request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_224,10327000.0,not_affordable,not_recommended,none,2025-02-04,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_225,18120459.6,affordable_with_plan,installments,2026-07-06:1397070.00|2026-08-06:1397070.00|2026-09-06:1397070.00|2026-10-07:1397070.00|2026-11-07:1397070.00|2026-12-08:1397070.00|2027-01-08:1397070.00|2027-02-08:1397070.00|2027-03-11:1397070.00|2027-04-11:1397070.00|2027-05-12:1397070.00|2027-06-12:1397070.00|2027-07-13:1397070.00|2027-08-13:1397070.00|2027-09-13:1397070.00|2027-10-14:1397070.00|2027-11-14:1397070.00|2027-12-15:1397070.00,,none,Installment plan selected safely completing the request.
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.00,2024-12-03,none,Full payment of 157000.00 is safe on request date while maintaining minimum balance.
request_227,42755.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_228,10557350.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_229,800.52,affordable_with_plan,installments,2024-03-04:85.79|2024-04-01:85.79|2024-04-29:85.79|2024-05-27:85.79|2024-06-24:85.79|2024-07-22:85.79|2024-08-19:85.79|2024-09-16:85.79|2024-10-14:85.79|2024-11-11:85.79|2024-12-09:85.79|2025-01-06:85.79|2025-02-03:85.79|2025-03-03:85.79|2025-03-31:85.79|2025-04-28:85.79|2025-05-26:85.79|2025-06-23:85.79|2025-07-21:85.79|2025-08-18:85.79|2025-09-15:85.79,,none,Installment plan selected safely completing the request.
request_230,3537.6,not_affordable,not_recommended,none,2025-08-06,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_231,35706.0,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,Installment plan selected safely completing the request.
request_232,1869.4,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_233,6241000.0,not_affordable,not_recommended,none,2025-11-07,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_234,574.25,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_235,967.2,not_affordable,not_recommended,none,2024-09-06,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_236,14404850.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.00,2026-04-05,none,Full payment of 23826000.00 is safe on request date while maintaining minimum balance.
request_238,663.6,not_affordable,not_recommended,none,2024-12-07,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_239,642.0,not_affordable,not_recommended,none,2025-05-04,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_240,39920.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_241,21052000.0,not_affordable,not_recommended,none,2024-03-03,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_242,437.4,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.00,2026-07-07,none,Full payment of 17468.00 is safe on request date while maintaining minimum balance.
request_244,49918.0,not_affordable,not_recommended,none,2024-06-04,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_245,65760.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Installment plan selected safely completing the request.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Full payment of 1059.30 is safe on request date while maintaining minimum balance.
request_248,1507.36,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_249,342.4,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_250,28820.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_252,10098500.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_253,2335.57,affordable_with_plan,installments,2024-03-07:159.59|2024-04-04:159.59|2024-05-02:159.59|2024-05-30:159.59|2024-06-27:159.59|2024-07-25:159.59|2024-08-22:159.59|2024-09-19:159.59|2024-10-17:159.59|2024-11-14:159.59|2024-12-12:159.59|2025-01-09:159.59|2025-02-06:159.59|2025-03-06:159.59|2025-04-03:159.59|2025-05-01:159.59|2025-05-29:159.59|2025-06-26:159.59|2025-07-24:159.59|2025-08-21:159.59|2025-09-18:159.59,,none,Installment plan selected safely completing the request.
request_254,1759.6,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_255,3345000.0,not_affordable,not_recommended,none,2026-04-06,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_256,218700.0,affordable_with_plan,installments,2024-06-03:218700.00,2024-06-03,none,Installment plan selected safely completing the request.
request_257,1085.2,not_affordable,not_recommended,none,2025-11-15,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_258,1113.6,not_affordable,not_recommended,none,2026-01-07,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_259,669.3,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_260,15059400.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Full payment of 1830.40 is safe on request date while maintaining minimum balance.
request_262,9236000.0,not_affordable,not_recommended,none,2024-12-05,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_263,14718.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_264,44875.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_265,45970.0,not_affordable,not_recommended,none,2024-03-06,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_266,935.0,not_affordable,not_recommended,none,2025-08-03,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_267,1925.0,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,Installment plan selected safely completing the request.
request_268,1512.52,affordable_with_plan,installments,2024-06-21:136.35|2024-07-19:136.35|2024-08-16:136.35|2024-09-13:136.35|2024-10-11:136.35|2024-11-08:136.35|2024-12-06:136.35|2025-01-03:136.35|2025-01-31:136.35|2025-02-28:136.35|2025-03-28:136.35|2025-04-25:136.35|2025-05-23:136.35|2025-06-20:136.35|2025-07-18:136.35|2025-08-15:136.35|2025-09-12:136.35|2025-10-10:136.35|2025-11-07:136.35|2025-12-05:136.35|2026-01-02:136.35,,none,Installment plan selected safely completing the request.
request_269,15490.0,not_affordable,not_recommended,none,2025-11-04,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_270,535.4,affordable_with_plan,installments,2026-07-09:191.82|2026-08-09:191.82|2026-09-09:191.82|2026-10-10:191.82|2026-11-10:191.82|2026-12-11:191.82|2027-01-11:191.82|2027-02-11:191.82|2027-03-14:191.82|2027-04-14:191.82|2027-05-15:191.82|2027-06-15:191.82|2027-07-16:191.82|2027-08-16:191.82|2027-09-16:191.82|2027-10-17:191.82|2027-11-17:191.82|2027-12-18:191.82,,none,Installment plan selected safely completing the request.
request_271,84760.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_272,8815924.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_273,13372200.0,not_affordable,not_recommended,none,,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_274,2713.7,not_affordable,not_recommended,none,2024-12-04,none,Request cannot be safely completed by desired date while maintaining minimum balance.
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,Full payment of 15884000.00 is safe on request date while maintaining minimum balance.
